Grouped;Currency;Date;Account;Account Mapped;Amount;Tax Amount;Tax Code;Tax Code Mapped;Tax Percentage
2025-10-19;EUR;2025-10-19;Mouserend per glas;4040;9;1,561983;VAT_STANDARD;VH;21
2025-10-19;EUR;2025-10-19;Menus;4000;216;17,834862;VAT_REDUCED;VL;9
2025-10-19;EUR;2025-10-19;Lunch;4000;829;68,449543;VAT_REDUCED;VL;9
2025-10-19;EUR;2025-10-19;Lekkere Bites;4000;172;14,201833;VAT_REDUCED;VL;9
2025-10-19;EUR;2025-10-19;Koude dranken;4050;32,8;2,70826;VAT_REDUCED;VL;9
2025-10-19;EUR;2025-10-19;bieren;4030;10,5;0,866973;VAT_REDUCED;VL;9
2025-10-19;EUR;2025-10-19;bieren;4030;5,5;0,954545;VAT_STANDARD;VH;21
2025-10-19;EUR;2025-10-19;Alcoholvrije Wijn;4040;45;3,715596;VAT_REDUCED;VL;9
2025-10-19;EUR;2025-10-19;a la carte;4000;256;21,137617;VAT_REDUCED;VL;9
2025-10-19;EUR;2025-10-19;TIPS_PAYABLE;1803;123,7;0;;;
2025-10-20;EUR;2025-10-20;CARD_RECEIVABLE;2010;-1529,4;0;;;
2025-10-20;EUR;2025-10-20;CASH;1400;95;0;;;
2025-10-20;EUR;2025-10-20;DEPOSITED_CASH_RECEIVABLE;1404;-95;0;;;
2025-10-20;EUR;2025-10-20;ECOM_PAYMENT;1800;-80;0;;;
2025-10-20;EUR;2025-10-20;ECOM_PAYMENT_RECEIVABLE;2010;-70;0;;;
2025-10-20;EUR;2025-10-20;witte wijn per glas;4040;40;6,942148;VAT_STANDARD;VH;21
2025-10-20;EUR;2025-10-20;Witte wijn per fles;4040;119;20,652892;VAT_STANDARD;VH;21
2025-10-20;EUR;2025-10-20;Warme dranken;4070;55;4,541284;VAT_REDUCED;VL;9
2025-10-20;EUR;2025-10-20;Versterkte  wijn per glas;4040;60;10,413225;VAT_STANDARD;VH;21
2025-10-20;EUR;2025-10-20;Sterk;4060;12,7;2,204132;VAT_STANDARD;VH;21
2025-10-20;EUR;2025-10-20;rode wijn per glas;4040;55;9,545453;VAT_STANDARD;VH;21
2025-10-20;EUR;2025-10-20;Menus;4000;715;59,036695;VAT_REDUCED;VL;9
2025-10-20;EUR;2025-10-20;Lunch;4000;4,5;0,37156;VAT_REDUCED;VL;9
2025-10-20;EUR;2025-10-20;Lekkere Bites;4000;168;13,871558;VAT_REDUCED;VL;9
2025-10-20;EUR;2025-10-20;Koude dranken;4050;38,9;3,211927;VAT_REDUCED;VL;9
2025-10-20;EUR;2025-10-20;bieren;4030;14,5;1,197248;VAT_REDUCED;VL;9
2025-10-20;EUR;2025-10-20;bieren;4030;22,5;3,904957;VAT_STANDARD;VH;21
2025-10-20;EUR;2025-10-20;a la carte;4000;262,5;21,674314;VAT_REDUCED;VL;9
2025-10-20;EUR;2025-10-20;TIPS_PAYABLE;1803;111,8;0;;;
2025-10-21;EUR;2025-10-21;ECOM_PAYMENT;1800;405;0;;;
2025-10-21;EUR;2025-10-21;ECOM_PAYMENT_RECEIVABLE;2010;-405;0;;;
2025-10-22;EUR;2025-10-22;ECOM_PAYMENT;1800;70;0;;;
2025-10-22;EUR;2025-10-22;ECOM_PAYMENT_RECEIVABLE;2010;-70;0;;;
2025-10-23;EUR;2025-10-23;ACCOUNTS_RECEIVABLE_PENDING;1002;-236,7;0;;;
2025-10-23;EUR;2025-10-23;CARD_RECEIVABLE;2010;-973,5;0;;;
2025-10-23;EUR;2025-10-23;GIFTCARD_PENDING;2031;-524;0;;;
2025-10-23;EUR;2025-10-23;SALES_REVENUE;4080;140;11,559632;VAT_REDUCED;VL;9
2025-10-23;EUR;2025-10-23;Witte wijn per fles;4040;179;31,066117;VAT_STANDARD;VH;21
2025-10-23;EUR;2025-10-23;Wijn arrangement;4040;56;9,719008;VAT_STANDARD;VH;21
2025-10-23;EUR;2025-10-23;Warme dranken;4070;58;4,788991;VAT_REDUCED;VL;9
2025-10-23;EUR;2025-10-23;rode wijn per glas;4040;14;2,429752;VAT_STANDARD;VH;21
2025-10-23;EUR;2025-10-23;Rode wijn per fles;4040;125;21,694214;VAT_STANDARD;VH;21
2025-10-23;EUR;2025-10-23;Open prijs;4000;2,5;0,206422;VAT_REDUCED;VL;9
2025-10-23;EUR;2025-10-23;Mouserend per glas;4040;128;22,214876;VAT_STANDARD;VH;21
2025-10-23;EUR;2025-10-23;Menus;4000;110;9,082568;VAT_REDUCED;VL;9
2025-10-23;EUR;2025-10-23;Lunch;4000;341,5;28,197247;VAT_REDUCED;VL;9
2025-10-23;EUR;2025-10-23;Lekkere Bites;4000;406;33,522932;VAT_REDUCED;VL;9
2025-10-23;EUR;2025-10-23;Koude dranken;4050;32,9;2,716516;VAT_REDUCED;VL;9
2025-10-23;EUR;2025-10-23;a la carte;4000;84;6,935781;VAT_REDUCED;VL;9
2025-10-23;EUR;2025-10-23;TIPS_PAYABLE;1803;57,3;0;;;
2025-10-24;EUR;2025-10-24;CARD_RECEIVABLE;2010;-4176,5;0;;;
2025-10-24;EUR;2025-10-24;CASH;1400;-3,5;0;;;
2025-10-24;EUR;2025-10-24;CASH_DIFFERENCE;6510;-6,5;0;;;
2025-10-24;EUR;2025-10-24;DEPOSITED_CASH_RECEIVABLE;1404;-60;0;;;
2025-10-24;EUR;2025-10-24;GIFTCARD_PENDING;2031;137,5;0;;;
2025-10-24;EUR;2025-10-24;SALES;2031;0;0;;;
2025-10-24;EUR;2025-10-24;witte wijn per glas;4040;47;8,157023;VAT_STANDARD;VH;21
2025-10-24;EUR;2025-10-24;Witte wijn per fles;4040;571;99,099175;VAT_STANDARD;VH;21
2025-10-24;EUR;2025-10-24;Wijn arrangement;4040;166;28,809916;VAT_STANDARD;VH;21
2025-10-24;EUR;2025-10-24;Warme dranken;4070;124;10,238532;VAT_REDUCED;VL;9
2025-10-24;EUR;2025-10-24;Versterkte  wijn per glas;4040;20;3,471074;VAT_STANDARD;VH;21
2025-10-24;EUR;2025-10-24;Sterk;4060;73,4;12,738844;VAT_STANDARD;VH;21
2025-10-24;EUR;2025-10-24;Rode wijn per fles;4040;185;32,107438;VAT_STANDARD;VH;21
2025-10-24;EUR;2025-10-24;Open prijs;4000;3,5;0,288991;VAT_REDUCED;VL;9
2025-10-24;EUR;2025-10-24;Mouserend per glas;4040;58;10,066114;VAT_STANDARD;VH;21
2025-10-24;EUR;2025-10-24;Menus;4000;1230;101,559624;VAT_REDUCED;VL;9
2025-10-24;EUR;2025-10-24;Lunch;4000;124;10,238532;VAT_REDUCED;VL;9
2025-10-24;EUR;2025-10-24;Lekkere Bites;4000;528,5;43,637609;VAT_REDUCED;VL;9
2025-10-24;EUR;2025-10-24;Koude dranken;4050;79,8;6,588996;VAT_REDUCED;VL;9
2025-10-24;EUR;2025-10-24;events;4080;22,5;1,857798;VAT_REDUCED;VL;9
2025-10-24;EUR;2025-10-24;Cocktails;4060;24;4,16529;VAT_STANDARD;VH;21
2025-10-24;EUR;2025-10-24;bieren;4030;17,5;1,444955;VAT_REDUCED;VL;9
2025-10-24;EUR;2025-10-24;a la carte;4000;614;50,697251;VAT_REDUCED;VL;9
2025-10-24;EUR;2025-10-24;TIPS_PAYABLE;1803;220,8;0;;;
2025-10-25;EUR;2025-10-25;CARD_RECEIVABLE;2010;-4446;0;;;
2025-10-25;EUR;2025-10-25;CASH;1400;2;0;;;
2025-10-25;EUR;2025-10-25;DEPOSITED_CASH_RECEIVABLE;1404;-135;0;;;
2025-10-25;EUR;2025-10-25;PENDING_CASH_EXPENSE;;-17;0;;;
2025-10-25;EUR;2025-10-25;witte wijn per glas;4040;199;34,537189;VAT_STANDARD;VH;21
2025-10-25;EUR;2025-10-25;Witte wijn per fles;4040;249;43,214876;VAT_STANDARD;VH;21
2025-10-25;EUR;2025-10-25;Wijn arrangement;4040;310;53,801649;VAT_STANDARD;VH;21
2025-10-25;EUR;2025-10-25;Warme dranken;4070;98,5;8,133025;VAT_REDUCED;VL;9
2025-10-25;EUR;2025-10-25;Warme dranken;4070;11;1,909091;VAT_STANDARD;VH;21
2025-10-25;EUR;2025-10-25;Versterkte  wijn per glas;4040;7;1,214876;VAT_STANDARD;VH;21
2025-10-25;EUR;2025-10-25;Sterk;4060;41;7,115703;VAT_STANDARD;VH;21
2025-10-25;EUR;2025-10-25;Rose wijn per glas;4040;6;1,041322;VAT_STANDARD;VH;21
2025-10-25;EUR;2025-10-25;rode wijn per glas;4040;208;36,099173;VAT_STANDARD;VH;21
2025-10-25;EUR;2025-10-25;Rode wijn per fles;4040;130;22,561983;VAT_STANDARD;VH;21
2025-10-25;EUR;2025-10-25;Mouserend per glas;4040;158;27,421488;VAT_STANDARD;VH;21
2025-10-25;EUR;2025-10-25;Mouserend per fles;4040;52;9,024793;VAT_STANDARD;VH;21
2025-10-25;EUR;2025-10-25;Menus;4000;1910;157,706411;VAT_REDUCED;VL;9
2025-10-25;EUR;2025-10-25;Lunch;4000;143;11,807339;VAT_REDUCED;VL;9
2025-10-25;EUR;2025-10-25;Lekkere Bites;4000;397;32,779814;VAT_REDUCED;VL;9
2025-10-25;EUR;2025-10-25;Koude dranken;4050;39,3;3,244956;VAT_REDUCED;VL;9
2025-10-25;EUR;2025-10-25;bieren;4030;16,5;1,362386;VAT_REDUCED;VL;9
2025-10-25;EUR;2025-10-25;a la carte;4000;363;29,972478;VAT_REDUCED;VL;9
2025-10-25;EUR;2025-10-25;TIPS_PAYABLE;1803;257,7;0;;;
2025-10-26;EUR;2025-10-26;CARD_RECEIVABLE;2010;-895,3;0;;;
2025-10-26;EUR;2025-10-26;CASH;1400;3;0;;;
2025-10-26;EUR;2025-10-26;CASH_DIFFERENCE;6510;-3;0;;;
2025-10-26;EUR;2025-10-26;DEPOSITED_CASH_RECEIVABLE;1404;-30;0;;;
2025-10-26;EUR;2025-10-26;witte wijn per glas;4040;42;7,289257;VAT_STANDARD;VH;21
2025-10-26;EUR;2025-10-26;Witte wijn per fles;4040;65;11,280992;VAT_STANDARD;VH;21
2025-10-26;EUR;2025-10-26;Warme dranken;4070;68;5,614677;VAT_REDUCED;VL;9
2025-10-26;EUR;2025-10-26;Sterk;4060;23;3,991735;VAT_STANDARD;VH;21
2025-10-26;EUR;2025-10-26;rode wijn per glas;4040;14;2,429752;VAT_STANDARD;VH;21
2025-10-26;EUR;2025-10-26;Mouserend per glas;4040;67;11,628099;VAT_STANDARD;VH;21
2025-10-26;EUR;2025-10-26;Lunch;4000;5;0,412844;VAT_REDUCED;VL;9
2025-10-26;EUR;2025-10-26;Lekkere Bites;4000;45;3,715596;VAT_REDUCED;VL;9
2025-10-26;EUR;2025-10-26;Le Brunch;4080;456;37,651378;VAT_REDUCED;VL;9
2025-10-26;EUR;2025-10-26;Koude dranken;4050;69,7;5,75505;VAT_REDUCED;VL;9
2025-10-26;EUR;2025-10-26;a la carte;4000;6;0,495413;VAT_REDUCED;VL;9
2025-10-26;EUR;2025-10-26;TIPS_PAYABLE;1803;64,6;0;;;
2025-10-27;EUR;2025-10-27;CARD_RECEIVABLE;2010;-320;0;;;
2025-10-27;EUR;2025-10-27;witte wijn per glas;4040;12;2,082644;VAT_STANDARD;VH;21
2025-10-27;EUR;2025-10-27;rode wijn per glas;4040;21;3,644628;VAT_STANDARD;VH;21
2025-10-27;EUR;2025-10-27;Menus;4000;220;18,165136;VAT_REDUCED;VL;9
2025-10-27;EUR;2025-10-27;Lekkere Bites;4000;45;3,715596;VAT_REDUCED;VL;9
2025-10-27;EUR;2025-10-27;bieren;4030;16,5;2,863635;VAT_STANDARD;VH;21
2025-10-27;EUR;2025-10-27;TIPS_PAYABLE;1803;5,5;0;;;
2025-10-29;EUR;2025-10-29;ECOM_PAYMENT;1800;150;0;;;
2025-10-29;EUR;2025-10-29;ECOM_PAYMENT_RECEIVABLE;2010;-150;0;;;
2025-10-30;EUR;2025-10-30;CARD_RECEIVABLE;2010;-1607;0;;;
2025-10-30;EUR;2025-10-30;CASH;1400;52;0;;;
2025-10-30;EUR;2025-10-30;CASH_DIFFERENCE;6510;-64;0;;;
2025-10-30;EUR;2025-10-30;ECOM_PAYMENT;1800;70;0;;;
2025-10-30;EUR;2025-10-30;ECOM_PAYMENT_RECEIVABLE;2010;-70;0;;;
2025-10-30;EUR;2025-10-30;witte wijn per glas;4040;134;23,256196;VAT_STANDARD;VH;21
2025-10-30;EUR;2025-10-30;Warme dranken;4070;49,5;4,087153;VAT_REDUCED;VL;9
2025-10-30;EUR;2025-10-30;Sterk;4060;11;1,909091;VAT_STANDARD;VH;21
2025-10-30;EUR;2025-10-30;rode wijn per glas;4040;21;3,644628;VAT_STANDARD;VH;21
2025-10-30;EUR;2025-10-30;Rode wijn per fles;4040;80;13,884297;VAT_STANDARD;VH;21
2025-10-30;EUR;2025-10-30;Mouserend per glas;4040;116;20,13223;VAT_STANDARD;VH;21
2025-10-30;EUR;2025-10-30;Menus;4000;440;36,330272;VAT_REDUCED;VL;9
2025-10-30;EUR;2025-10-30;Lunch;4000;48;3,963303;VAT_REDUCED;VL;9
2025-10-30;EUR;2025-10-30;Lekkere Bites;4000;276;22,788988;VAT_REDUCED;VL;9
2025-10-30;EUR;2025-10-30;Koude dranken;4050;27,5;2,270645;VAT_REDUCED;VL;9
2025-10-30;EUR;2025-10-30;bieren;4030;11;1,90909;VAT_STANDARD;VH;21
2025-10-30;EUR;2025-10-30;bieren;4030;10,5;0,866973;VAT_REDUCED;VL;9
2025-10-30;EUR;2025-10-30;a la carte;4000;283;23,366976;VAT_REDUCED;VL;9
2025-10-30;EUR;2025-10-30;TIPS_PAYABLE;1803;111,5;0;;;
2025-10-31;EUR;2025-10-31;CARD_RECEIVABLE;2010;-1450,7;0;;;
2025-10-31;EUR;2025-10-31;CASH;1400;-34;0;;;
2025-10-31;EUR;2025-10-31;CASH_DIFFERENCE;6510;-1;0;;;
2025-10-31;EUR;2025-10-31;witte wijn per glas;4040;27;4,68595;VAT_STANDARD;VH;21
2025-10-31;EUR;2025-10-31;Witte wijn per fles;4040;130;22,561984;VAT_STANDARD;VH;21
2025-10-31;EUR;2025-10-31;Wijn arrangement;4040;104;18,049586;VAT_STANDARD;VH;21
2025-10-31;EUR;2025-10-31;Warme dranken;4070;31;2,559631;VAT_REDUCED;VL;9
2025-10-31;EUR;2025-10-31;rode wijn per glas;4040;18;3,123966;VAT_STANDARD;VH;21
2025-10-31;EUR;2025-10-31;Rode wijn per fles;4040;55;9,545455;VAT_STANDARD;VH;21
2025-10-31;EUR;2025-10-31;Mouserend per glas;4040;51;8,851239;VAT_STANDARD;VH;21
2025-10-31;EUR;2025-10-31;Menus;4000;220;18,165136;VAT_REDUCED;VL;9
2025-10-31;EUR;2025-10-31;Lunch;4000;30;2,477064;VAT_REDUCED;VL;9
2025-10-31;EUR;2025-10-31;Lekkere Bites;4000;312;25,761465;VAT_REDUCED;VL;9
2025-10-31;EUR;2025-10-31;Koude dranken;4050;8,2;0,677065;VAT_REDUCED;VL;9
2025-10-31;EUR;2025-10-31;bieren;4030;22,5;3,904957;VAT_STANDARD;VH;21
2025-10-31;EUR;2025-10-31;a la carte;4000;360;29,724776;VAT_REDUCED;VL;9
2025-10-31;EUR;2025-10-31;TIPS_PAYABLE;1803;117;0;;;
